Status v2,File update Date,Customer Code,Account Name,Renewal Year,Renewal Date,ACV ($CAD),CY Contract Stage,CZ Churn Risk,Region,Cloud/On-Prem,Product Detail,Entity Code,Country,Pod,CSM
Upcoming,31-Jul-25,C-000514,"Furmano Foods, Inc.",2027,9/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Upcoming,31-Jul-25,C-000669,Jackson Hole Mountain Resort,2027,12/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,non CSP,Phil Maciaszek
Upcoming,31-Jul-25,C-000727,Atlantic Methanol Production Company LLC,2027,11/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Phil Maciaszek
Upcoming,31-Jul-25,C-000831,Warren Rural Electric Cooperative Corporation,2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Rugaia Saadabi
Upcoming,31-Jul-25,C-000832,Pleasant Holidays  LLC,2027,10/11/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Kushal Sthapak
Upcoming,31-Jul-25,C-001013,Ravinia Festival Association Inc,2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Kushal Sthapak
Upcoming,31-Jul-25,C-001028,WCF Insurance,2027,9/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Phil Maciaszek
Upcoming,31-Jul-25,C-001177,"Lutheran Social Ministries of Maryland, Inc. (Carroll Lutheran Village)",2027,9/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Hala Issa
Upcoming,31-Jul-25,C-001208,"National Audubon Society, Inc.",2027,11/30/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-001228,Sammons Financial Group Inc,2027,12/20/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Upcoming,31-Jul-25,C-001335,NICUSA Inc.,2027,8/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Upcoming,31-Jul-25,C-001341,Goodwill of Greater Washington,2027,11/29/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Phil Maciaszek
Upcoming,31-Jul-25,C-001353,"Benchmade Knife Co., Inc.",2027,11/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Upcoming,31-Jul-25,C-001364,Bergey's Inc.,2027,10/8/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Upcoming,31-Jul-25,C-001528,"Commonwealth Care Alliance, Inc.",2027,7/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Matthew Koronkiewicz
Upcoming,31-Jul-25,C-001650,Pediatric Home Respiratory Services (d/b/a Pediatric Home Service),2027,12/27/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zane Robinson
Upcoming,31-Jul-25,C-001749,National Center For Missing & Exploited Children Inc,2027,8/10/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Sobhan Kashani
Upcoming,31-Jul-25,C-001774,Banks Construction Company,2027,9/21/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Zunair Munami
Upcoming,31-Jul-25,C-001796,Denison Ministries,2027,10/10/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Zunair Munami
Upcoming,31-Jul-25,C-001802,"American Oncology Network, LLC",2027,10/31/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Rugaia Saadabi
Upcoming,31-Jul-25,C-001819,Humangood Norcal,2027,12/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Upcoming,31-Jul-25,C-001906,Cassia,2027,4/19/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zane Robinson
Upcoming,31-Jul-25,C-001938,"Oppenheimer Companies, Inc.",2027,12/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-001945,Fulton Group NA Inc.,2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-001967,Tidewater Holdings Inc.,2027,7/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-001971,"Tellepsen Builders, L.P.",2027,6/30/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Upcoming,31-Jul-25,C-001975,Futura Title & Escrow Corporation,2027,8/2/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Upcoming,31-Jul-25,C-001981,"Lumin8 Transportation Technologies, LLC",2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Upcoming,31-Jul-25,C-001984,Spurs Sports & Entertainment,2027,8/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-002004,The Children's Aid Society,2027,10/16/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-002007,The Center for Victims of Torture,2027,11/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Phil Maciaszek
Upcoming,31-Jul-25,C-002008,Mount Saint Mary's University,2027,8/16/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-002034,"Smyrna Ready Mix Concrete, LLC",2027,9/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sid Bhardwaj
Upcoming,31-Jul-25,C-002036,SummitStone Health Partners,2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zunair Munami
Upcoming,31-Jul-25,C-002063,JGB Enterprises Inc.,2027,9/27/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Upcoming,31-Jul-25,C-002070,Deerfield Imaging Inc. dba IMRIS Inc.,2027,12/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zunair Munami
Upcoming,31-Jul-25,C-002072,"Computype, Inc",2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-002074,Lincoln Premium Poultry,2027,10/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Sid Bhardwaj
Upcoming,31-Jul-25,C-002079,Adstra,2027,10/4/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-002206,Oaks Christian School,2027,12/21/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Kushal Sthapak
Upcoming,31-Jul-25,C-002209,PirTano Construction,2027,12/13/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Sobhan Kashani
Upcoming,31-Jul-25,C-003240,NAACP Legal Defense and Education Fund,2027,9/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-003356,South Central Connecticut Regional Water Authority,2027,8/14/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-003405,Hotchkiss Insurance Agency LLC,2027,11/13/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Kushal Sthapak
Upcoming,31-Jul-25,C-003711,"Hamister Group, LLC",2027,9/17/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Sobhan Kashani
Upcoming,31-Jul-25,C-003715,Swinerton Incorporated,2027,9/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Matthew Koronkiewicz
Upcoming,31-Jul-25,C-003750,Blend360 LLC,2027,9/3/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Rugaia Saadabi
Upcoming,31-Jul-25,C-003760,"Control Installations of Iowa, Inc d/b/a Basepoint Building Automations",2027,9/1/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Upcoming,31-Jul-25,C-003779,Medecins Sans Frontieres – USA d/b/a Doctors without Borders – USA,2027,10/15/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sid Bhardwaj
Upcoming,31-Jul-25,C-003786,HTI Intermediate LLC dba Landmark Foundation,2027,10/14/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Kushal Sthapak
Upcoming,31-Jul-25,C-003791,Goodville Mutual Casualty Company,2027,10/28/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Christine Llanora
Upcoming,31-Jul-25,C-003798,Double L Management LLC,2027,10/28/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Kushal Sthapak
Upcoming,31-Jul-25,C-003809,StimLabs LLC,2027,11/11/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Christine Llanora
Upcoming,31-Jul-25,C-004608,LevelTen Energy Inc.,2027,12/31/2027,23843,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Gavin Ramchand
Renewed,31-Jul-25,C-000167,"Forrest T. Jones & Company, Inc.",2025,6/28/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-000214,Taylor Guitars,2025,12/31/2025," 17,892 ",Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Renewed,31-Jul-25,C-000285,"Saint-Gobain Abrasives, Inc.",2025,1/1/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Zane Robinson
Cancelled,31-Jul-25,C-000465,"TruckPro, Inc.",2025,7/1/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Renewed,31-Jul-25,C-000706,Cenlar FSB,2025,2/1/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Unassigned,Rugaia Saadabi
Renewed,31-Jul-25,C-000833,Whatcom Educational Credit Union,2025,3/1/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-000833,Whatcom Educational Credit Union,2026,3/1/2026,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Renewed,31-Jul-25,C-000987,California Dental Association,2025,3/2/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Upcoming,31-Jul-25,C-001017,Fielding Graduate University,2026,10/25/2026,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Christine Llanora
Renewed,31-Jul-25,C-001546,Kukio Golf & Beach Club Inc.,2025,8/7/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Christine Llanora
Pending Payment,31-Jul-25,C-001569,Teachers Retirements Systems of the City of New York,2025,9/9/2025,17892,Renewal Year,Medium risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Rugaia Saadabi
Upcoming,31-Jul-25,C-001596,Rhode Island Housing & Mortgage Finance Corporation,2026,10/28/2026,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Phil Maciaszek
Upcoming,31-Jul-25,C-001604,"SteelSummit Holdings, Inc.",2027,3/2/2027,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-001624,Virginia College Savings Plan,2025,1/6/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-001624,Virginia College Savings Plan,2026,1/6/2026,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Osawaru Evbuomwan
Upcoming,31-Jul-25,C-001641,"UMC, Inc.",2025,12/31/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-001642,Baker Roofing Company,2025,1/6/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Upcoming,31-Jul-25,C-001642,Baker Roofing Company,2026,1/6/2026,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-001684,SESCO Lighting Inc.,2025,2/28/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Phil Maciaszek
Upcoming,31-Jul-25,C-001973,Specialty Granules LLC,2026,7/12/2026,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Phil Maciaszek
Upcoming,31-Jul-25,C-001973,Specialty Granules LLC,2027,7/12/2027,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Phil Maciaszek
Renewed,31-Jul-25,C-002310,Duraco Specialty Tapes LLC,2025,5/1/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Rugaia Saadabi
Cancelled,31-Jul-25,C-002372,Venture Transportation Partners,2025,7/25/2025,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Pending Payment,31-Jul-25,C-002965,Zygo Corporation,2025,10/17/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-003078,"Lighthouse Electric Company, Inc.",2025,7/1/2025,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Upcoming,31-Jul-25,C-003078,"Lighthouse Electric Company, Inc.",2026,7/1/2026,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Renewed,31-Jul-25,C-003087,"University Radiology Group, LLC",2025,3/20/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sobhan Kashani
Renewed,31-Jul-25,C-003225,Community Anti-Drug Coalitions of America,2025,6/12/2025,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Christine Llanora
Upcoming,31-Jul-25,C-003225,Community Anti-Drug Coalitions of America,2026,6/12/2026,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Christine Llanora
Pending Payment,31-Jul-25,C-003247,Nonni's Foods LLC,2025,7/3/2025,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Renewed,31-Jul-25,C-003248,Blach Construction Company,2025,7/6/2025,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Kushal Sthapak
Upcoming,31-Jul-25,C-003248,Blach Construction Company,2026,7/6/2026,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Kushal Sthapak
Pending Payment,31-Jul-25,C-003249,"MGF Sourcing US, LLC",2025,7/24/2025,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Kushal Sthapak
Upcoming,31-Jul-25,C-003249,"MGF Sourcing US, LLC",2026,7/24/2026,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Kushal Sthapak
Pending Payment,31-Jul-25,C-003256,University of Central Missouri,2025,7/15/2025,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Ajay Gohil
Pending Payment,31-Jul-25,C-000839,iHealth Inc,2024,2/29/2024,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Pending Payment,31-Jul-25,C-001129,Duravent Inc.,2024,6/15/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Renewed,31-Jul-25,C-001208,"National Audubon Society, Inc.",2024,11/30/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sid Bhardwaj
Renewed,31-Jul-25,C-001225,Madison Marquette Real Estate Services LLC,2024,2/1/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Sobhan Kashani
Renewed,31-Jul-25,C-001243,Westminster-Canterbury on Chesapeake Bay,2024,1/5/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Nathaniel Chow
Pending Payment,31-Jul-25,C-001253,Cascadia Behavioral Healthcare,2024,2/6/2024,17892,Renewal Year,Medium risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Pending Payment,31-Jul-25,C-001362,Villara,2024,4/1/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Renewed,31-Jul-25,C-001364,Bergey's Inc.,2024,10/8/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Renewed,31-Jul-25,C-001432,Veterans United Home Loans,2024,1/7/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Nathaniel Chow
Pending Payment,31-Jul-25,C-001499,Research Products Corporation,2024,6/5/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zane Robinson
Renewed,31-Jul-25,C-001611,Ted Brown Music,2024,11/19/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,non CSP,Jacquie Schmidt
Cancelled,31-Jul-25,C-001634,Lifelong Learning Administration Corporation,2024,1/6/2024,17892,Renewal Year,Medium risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Cancelled,31-Jul-25,C-001643,"Harlem Children's Zone, Inc.",2024,1/15/2024,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zane Robinson
Cancelled,31-Jul-25,C-001661,The Scoular Company,2024,1/6/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Nathaniel Chow
Cancelled,31-Jul-25,C-001667,"Twining, Inc.",2024,1/31/2024,17892,Renewal Year,Medium risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Renewed,31-Jul-25,C-001778,"Al. Neyer, LLC.",2024,2/29/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-001834,N.S. International Ltd.,2024,1/1/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Renewed,31-Jul-25,C-001835,NetAlly,2024,2/17/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sid Bhardwaj
Pending Payment,31-Jul-25,C-001838,C. F. Evans and Co. Inc.,2024,2/29/2024,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Pending Payment,31-Jul-25,C-001890,"C. R. Onsrud, Inc.",2024,2/29/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Renewed,31-Jul-25,C-001892,Northwestern Health Sciences University,2024,2/28/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-001897,PBI Gordon Companies Inc.,2024,2/29/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zane Robinson
Renewed,31-Jul-25,C-002037,EM Resources LLC,2024,10/1/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-002074,Lincoln Premium Poultry,2024,10/1/2024,17892,Renewal Year,Medium risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Maggie Solby
Cancelled,31-Jul-25,C-002098,Sarcos Robotics,2024,10/1/2024,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Cancelled,31-Jul-25,C-002211,Greer Commission of Public Works,2024,2/15/2024,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-002233,Goodwill of the Coastal Empire Inc. DBA Goodwill Southeast Georgia,2024,2/23/2024,17892,Renewal Year,Low Risk,North America,Cloud,CSP,E-100,United States,non CSP,Rugaia Saadabi
Cancelled,31-Jul-25,C-002247,Hospice of Marion County,2024,2/28/2024,17892,Renewal Year,High risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Cancelled,31-Jul-25,C-003123,Fairfield Chemical Carriers Inc.,2024,1/23/2024,17892,Renewal Year,Medium risk,North America,Cloud,CSP,E-100,United States,Unassigned,Unassigned
Renewed,31-Jul-25,C-000041,Lacrosse Footwear,2024,10/1/2024,17892,In-Commitment,Medium risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Pending Payment,31-Jul-25,C-000167,"Forrest T. Jones & Company, Inc.",2024,6/28/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Pending Payment,31-Jul-25,C-000172,Advancial Federal Credit Union,2024,5/15/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-000214,Taylor Guitars,2024,12/31/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Renewed,31-Jul-25,C-000285,"Saint-Gobain Abrasives, Inc.",2024,1/1/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Maggie Solby
Renewed,31-Jul-25,C-000455,"Mogas Industries, Inc",2024,2/15/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Zane Robinson
Renewed,31-Jul-25,C-000706,Cenlar FSB,2024,2/1/2024,17892,In-Commitment,Medium risk,North America,Cloud,CSP,E-100,United States,Unassigned,Unassigned
Pending Payment,31-Jul-25,C-000833,Whatcom Educational Credit Union,2024,2/29/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Nathaniel Chow
Renewed,31-Jul-25,C-000973,Merakey USA,2024,8/15/2024,17892,In-Commitment,Medium risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Renewed,31-Jul-25,C-001546,Kukio Golf & Beach Club Inc.,2024,8/7/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-001569,Teachers Retirements Systems of the City of New York,2024,9/9/2024,17892,In-Commitment,Medium risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-001624,Virginia College Savings Plan,2024,1/6/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Renewed,31-Jul-25,C-001642,Baker Roofing Company,2024,1/6/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-001860,"West Liberty Foods, L.L.C.",2024,2/15/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Cancelled,31-Jul-25,C-002243,Red Top Electric,2024,2/1/2024,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Renewed,31-Jul-25,C-002246,Doane University,2024,1/24/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Nathaniel Chow
Renewed,31-Jul-25,C-002269,Georgia Aquarium,2024,2/29/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Stars,Laura Di Giulio
Pending Payment,31-Jul-25,C-002334,Tradition Senior Living LP,2024,5/2/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Cancelled,31-Jul-25,C-002343,Ben Franklin Transit,2024,6/15/2024,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Pending Payment,31-Jul-25,C-002363,Buena Vista University,2024,7/4/2024,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Cancelled,31-Jul-25,C-002372,Venture Transportation Partners,2024,7/25/2024,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Matthew Koronkiewicz
Renewed,31-Jul-25,C-002962,"Decision Resources, Inc.",2024,10/3/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Goal Diggers,Hala Issa
Renewed,31-Jul-25,C-002965,Zygo Corporation,2024,10/17/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Eric Li
Renewed,31-Jul-25,C-003008,"WSF, Inc.",2024,1/3/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sid Bhardwaj
Renewed,31-Jul-25,C-003016,Velocity Credit Union,2024,2/27/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Pending Payment,31-Jul-25,C-003022,Procopio Enterprises Inc.,2024,1/2/2024,17892,In-Commitment,High risk,North America,Cloud,CSP,E-100,United States,Pod Phix It,Gavin Ramchand
Renewed,31-Jul-25,C-003023,The Haartz Corporation,2024,1/30/2024,17892,In-Commitment,Low Risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Ajay Gohil
Renewed,31-Jul-25,C-003027,"Copper State Bolt & Nut Company, Inc",2024,2/8/2024,17892,In-Commitment,Medium risk,North America,Cloud,CSP,E-100,United States,Pod of Gold,Sid Bhardwaj
Renewed,31-Jul-25,C-003037,"The Newtron Group, Inc.",2024,1/3/2024,17892,In-Commitment,Medium risk,North America,Cloud,CSP,E-100,United States,Unassigned,Unassigned
